block_key,product_id
"('edition', '910584-001')",b000205lzm
"('microsoft', 'powerpoint')",b0001wn1ee
"('microsoft', '2004')",b0001wn1ee
"('microsoft', '(mac)')",b0001wn1ee
"('powerpoint', '2004')",b0001wn1ee
"('powerpoint', '(mac)')",b0001wn1ee
"('2004', '(mac)')",b0001wn1ee
"('refviz', 'single')",b000bufcn4
"('refviz', 'user')",b000bufcn4
"('single', 'user')",b000bufcn4
"('frontier', 'manga')",b000cabe44
"('frontier', 'studio')",b000cabe44
"('frontier', 'debut')",b000cabe44
"('frontier', '(single')",b000cabe44
"('frontier', 'user)')",b000cabe44
"('manga', 'studio')",b000cabe44
"('manga', 'debut')",b000cabe44
"('manga', '(single')",b000cabe44
"('manga', 'user)')",b000cabe44
"('studio', 'debut')",b000cabe44
"('studio', '(single')",b000cabe44
"('studio', 'user)')",b000cabe44
"('debut', '(single')",b000cabe44
"('debut', 'user)')",b000cabe44
"('(single', 'user)')",b000cabe44
"('microsoft', 'licenses')",b0006g2z7e
"('microsoft', '2003')",b0006g2z7e
"('microsoft', 'device')",b0006g2z7e
"('microsoft', 'l/sa')",b0006g2z7e
"('microsoft', '(r1800144)')",b0006g2z7e
"('licenses', '2003')",b0006g2z7e
"('licenses', 'device')",b0006g2z7e
"('licenses', 'l/sa')",b0006g2z7e
"('licenses', '(r1800144)')",b0006g2z7e
"('2003', 'device')",b0006g2z7e
"('2003', 'l/sa')",b0006g2z7e
"('2003', '(r1800144)')",b0006g2z7e
"('device', 'l/sa')",b0006g2z7e
"('device', '(r1800144)')",b0006g2z7e
"('l/sa', '(r1800144)')",b0006g2z7e
"('vcomm', 'system')",b000ik9s00
"('vcomm', 'suite')",b000ik9s00
"('vcomm', 'professional')",b000ik9s00
"('system', 'suite')",b000ik9s00
"('system', 'professional')",b000ik9s00
"('suite', 'professional')",b000ik9s00
"('arcserve', 'bkup')",b000fbgae4
"('arcserve', 'r11.5')",b000fbgae4
"('arcserve', 'svrless')",b000fbgae4
"('arcserve', 'bkup')",b000fbgae4
"('arcserve', 'sp1-')",b000fbgae4
"('arcserve', 'prod')",b000fbgae4
"('bkup', 'r11.5')",b000fbgae4
"('bkup', 'svrless')",b000fbgae4
"('bkup', 'bkup')",b000fbgae4
"('bkup', 'sp1-')",b000fbgae4
"('bkup', 'prod')",b000fbgae4
"('r11.5', 'svrless')",b000fbgae4
"('r11.5', 'bkup')",b000fbgae4
"('r11.5', 'sp1-')",b000fbgae4
"('r11.5', 'prod')",b000fbgae4
"('svrless', 'bkup')",b000fbgae4
"('svrless', 'sp1-')",b000fbgae4
"('svrless', 'prod')",b000fbgae4
"('bkup', 'sp1-')",b000fbgae4
"('bkup', 'prod')",b000fbgae4
"('sp1-', 'prod')",b000fbgae4
"('enterprise', 'linux')",b000jqv8t2
"('enterprise', 'update')",b000jqv8t2
"('enterprise', 'license')",b000jqv8t2
"('enterprise', 'workstation')",b000jqv8t2
"('enterprise', 'rl296aa')",b000jqv8t2
"('linux', 'update')",b000jqv8t2
"('linux', 'license')",b000jqv8t2
"('linux', 'workstation')",b000jqv8t2
"('linux', 'rl296aa')",b000jqv8t2
"('update', 'license')",b000jqv8t2
"('update', 'workstation')",b000jqv8t2
"('update', 'rl296aa')",b000jqv8t2
"('license', 'workstation')",b000jqv8t2
"('license', 'rl296aa')",b000jqv8t2
"('workstation', 'rl296aa')",b000jqv8t2
"('printshop', 'home')",b000icpcxa
"('printshop', 'office')",b000icpcxa
"('printshop', 'labels')",b000icpcxa
"('home', 'office')",b000icpcxa
"('home', 'labels')",b000icpcxa
"('office', 'labels')",b000icpcxa
"('photo', 'explosion')",b000j54pac
"('photo', 'deluxe')",b000j54pac
"('explosion', 'deluxe')",b000j54pac
"('ntrack', 'anti-theft')",b00083xtiy
"('ntrack', 'synet')",b00083xtiy
"('ntrack', 'electronics')",b00083xtiy
"('anti-theft', 'synet')",b00083xtiy
"('anti-theft', 'electronics')",b00083xtiy
"('synet', 'electronics')",b00083xtiy
"('converter', 'professional')",b000h27swy
"('converter', 'english')",b000h27swy
"('professional', 'english')",b000h27swy
"('persoft', 'smarterm')",b0002tpg1w
"('persoft', 'office')",b0002tpg1w
"('persoft', 'v12.1')",b0002tpg1w
"('persoft', '73098')",b0002tpg1w
"('smarterm', 'office')",b0002tpg1w
"('smarterm', 'v12.1')",b0002tpg1w
"('smarterm', '73098')",b0002tpg1w
"('office', 'v12.1')",b0002tpg1w
"('office', '73098')",b0002tpg1w
"('v12.1', '73098')",b0002tpg1w
"('brightstor', 'arcserve')",b000ayznhg
"('brightstor', 'backup')",b000ayznhg
"('brightstor', 'r11.5')",b000ayznhg
"('brightstor', 'enterprise')",b000ayznhg
"('brightstor', 'option')",b000ayznhg
"('brightstor', 'advantage')",b000ayznhg
"('brightstor', 'ingres')",b000ayznhg
"('arcserve', 'backup')",b000ayznhg
"('arcserve', 'r11.5')",b000ayznhg
"('arcserve', 'enterprise')",b000ayznhg
"('arcserve', 'option')",b000ayznhg
"('arcserve', 'advantage')",b000ayznhg
"('arcserve', 'ingres')",b000ayznhg
"('backup', 'r11.5')",b000ayznhg
"('backup', 'enterprise')",b000ayznhg
"('backup', 'option')",b000ayznhg
"('backup', 'advantage')",b000ayznhg
"('backup', 'ingres')",b000ayznhg
"('r11.5', 'enterprise')",b000ayznhg
"('r11.5', 'option')",b000ayznhg
"('r11.5', 'advantage')",b000ayznhg
"('r11.5', 'ingres')",b000ayznhg
"('enterprise', 'option')",b000ayznhg
"('enterprise', 'advantage')",b000ayznhg
"('enterprise', 'ingres')",b000ayznhg
"('option', 'advantage')",b000ayznhg
"('option', 'ingres')",b000ayznhg
"('advantage', 'ingres')",b000ayznhg
"('lotus', 'dev.')",b0000swrmq
"('lotus', 'monitor')",b0000swrmq
"('lotus', 'v4.2.4-multi')",b0000swrmq
"('lotus', 'plat')",b0000swrmq
"('lotus', 'af04mna')",b0000swrmq
"('dev.', 'monitor')",b0000swrmq
"('dev.', 'v4.2.4-multi')",b0000swrmq
"('dev.', 'plat')",b0000swrmq
"('dev.', 'af04mna')",b0000swrmq
"('monitor', 'v4.2.4-multi')",b0000swrmq
"('monitor', 'plat')",b0000swrmq
"('monitor', 'af04mna')",b0000swrmq
"('v4.2.4-multi', 'plat')",b0000swrmq
"('v4.2.4-multi', 'af04mna')",b0000swrmq
"('plat', 'af04mna')",b0000swrmq
"('left', 'behind:')",b00006ijx1
"('left', 'ilumina')",b00006ijx1
"('left', 'edition')",b00006ijx1
"('behind:', 'ilumina')",b00006ijx1
"('behind:', 'edition')",b00006ijx1
"('ilumina', 'edition')",b00006ijx1
"('lotus', 'dev.')",b00032q1hq
"('lotus', 'search')",b00032q1hq
"('lotus', 'extender')",b00032q1hq
"('lotus', 'media')",b00032q1hq
"('lotus', 'bb0kyna')",b00032q1hq
"('dev.', 'search')",b00032q1hq
"('dev.', 'extender')",b00032q1hq
"('dev.', 'media')",b00032q1hq
"('dev.', 'bb0kyna')",b00032q1hq
"('search', 'extender')",b00032q1hq
"('search', 'media')",b00032q1hq
"('search', 'bb0kyna')",b00032q1hq
"('extender', 'media')",b00032q1hq
"('extender', 'bb0kyna')",b00032q1hq
"('media', 'bb0kyna')",b00032q1hq
"('money', 'premium')",b000jgf410
"('money', '2007')",b000jgf410
"('money', 'win32')",b000jgf410
"('money', 'mini')",b000jgf410
"('premium', '2007')",b000jgf410
"('premium', 'win32')",b000jgf410
"('premium', 'mini')",b000jgf410
"('2007', 'win32')",b000jgf410
"('2007', 'mini')",b000jgf410
"('win32', 'mini')",b000jgf410
"('microsoft', 'visual')",b000bawkpm
"('microsoft', 'studio')",b000bawkpm
"('microsoft', 'team')",b000bawkpm
"('microsoft', 'edition')",b000bawkpm
"('microsoft', 'software')",b000bawkpm
"('microsoft', 'developers')",b000bawkpm
"('microsoft', '2005')",b000bawkpm
"('microsoft', 'msdn')",b000bawkpm
"('microsoft', 'premium')",b000bawkpm
"('visual', 'studio')",b000bawkpm
"('visual', 'team')",b000bawkpm
"('visual', 'edition')",b000bawkpm
"('visual', 'software')",b000bawkpm
"('visual', 'developers')",b000bawkpm
"('visual', '2005')",b000bawkpm
"('visual', 'msdn')",b000bawkpm
"('visual', 'premium')",b000bawkpm
"('studio', 'team')",b000bawkpm
"('studio', 'edition')",b000bawkpm
"('studio', 'software')",b000bawkpm
"('studio', 'developers')",b000bawkpm
"('studio', '2005')",b000bawkpm
"('studio', 'msdn')",b000bawkpm
"('studio', 'premium')",b000bawkpm
"('team', 'edition')",b000bawkpm
"('team', 'software')",b000bawkpm
"('team', 'developers')",b000bawkpm
"('team', '2005')",b000bawkpm
"('team', 'msdn')",b000bawkpm
"('team', 'premium')",b000bawkpm
"('edition', 'software')",b000bawkpm
"('edition', 'developers')",b000bawkpm
"('edition', '2005')",b000bawkpm
"('edition', 'msdn')",b000bawkpm
"('edition', 'premium')",b000bawkpm
"('software', 'developers')",b000bawkpm
"('software', '2005')",b000bawkpm
"('software', 'msdn')",b000bawkpm
"('software', 'premium')",b000bawkpm
"('developers', '2005')",b000bawkpm
"('developers', 'msdn')",b000bawkpm
"('developers', 'premium')",b000bawkpm
"('2005', 'msdn')",b000bawkpm
"('2005', 'premium')",b000bawkpm
"('msdn', 'premium')",b000bawkpm
"('dora', 'explorer:')",b000hcl5sm
"('dora', ""dora's"")",b000hcl5sm
"('dora', 'world')",b000hcl5sm
"('dora', 'adventures')",b000hcl5sm
"('explorer:', ""dora's"")",b000hcl5sm
"('explorer:', 'world')",b000hcl5sm
"('explorer:', 'adventures')",b000hcl5sm
"(""dora's"", 'world')",b000hcl5sm
"(""dora's"", 'adventures')",b000hcl5sm
"('world', 'adventures')",b000hcl5sm
"('microsoft', 'licenses')",b0006g2tys
"('microsoft', 'server')",b0006g2tys
"('microsoft', 'lic/sa')",b0006g2tys
"('microsoft', '(e8400294)')",b0006g2tys
"('licenses', 'server')",b0006g2tys
"('licenses', 'lic/sa')",b0006g2tys
"('licenses', '(e8400294)')",b0006g2tys
"('server', 'lic/sa')",b0006g2tys
"('server', '(e8400294)')",b0006g2tys
"('lic/sa', '(e8400294)')",b0006g2tys
"('netmanage', 'onweb')",b000300guq
"('netmanage', 'web-to-host')",b000300guq
"('netmanage', 'upgrade')",b000300guq
"('netmanage', 'license')",b000300guq
"('netmanage', '910443-004')",b000300guq
"('onweb', 'web-to-host')",b000300guq
"('onweb', 'upgrade')",b000300guq
"('onweb', 'license')",b000300guq
"('onweb', '910443-004')",b000300guq
"('web-to-host', 'upgrade')",b000300guq
"('web-to-host', 'license')",b000300guq
"('web-to-host', '910443-004')",b000300guq
"('upgrade', 'license')",b000300guq
"('upgrade', '910443-004')",b000300guq
"('license', '910443-004')",b000300guq
"('microsoft', 'windows')",b0000cg4ah
"('microsoft', 'small')",b0000cg4ah
"('microsoft', 'business')",b0000cg4ah
"('microsoft', 'server')",b0000cg4ah
"('microsoft', '2003')",b0000cg4ah
"('microsoft', 'license')",b0000cg4ah
"('microsoft', 'pack')",b0000cg4ah
"('microsoft', 'client')",b0000cg4ah
"('microsoft', 'addpack')",b0000cg4ah
"('microsoft', 'device')",b0000cg4ah
"('windows', 'small')",b0000cg4ah
"('windows', 'business')",b0000cg4ah
"('windows', 'server')",b0000cg4ah
"('windows', '2003')",b0000cg4ah
"('windows', 'license')",b0000cg4ah
"('windows', 'pack')",b0000cg4ah
"('windows', 'client')",b0000cg4ah
"('windows', 'addpack')",b0000cg4ah
"('windows', 'device')",b0000cg4ah
"('small', 'business')",b0000cg4ah
"('small', 'server')",b0000cg4ah
"('small', '2003')",b0000cg4ah
"('small', 'license')",b0000cg4ah
"('small', 'pack')",b0000cg4ah
"('small', 'client')",b0000cg4ah
"('small', 'addpack')",b0000cg4ah
"('small', 'device')",b0000cg4ah
"('business', 'server')",b0000cg4ah
"('business', '2003')",b0000cg4ah
"('business', 'license')",b0000cg4ah
"('business', 'pack')",b0000cg4ah
"('business', 'client')",b0000cg4ah
"('business', 'addpack')",b0000cg4ah
"('business', 'device')",b0000cg4ah
"('server', '2003')",b0000cg4ah
"('server', 'license')",b0000cg4ah
"('server', 'pack')",b0000cg4ah
"('server', 'client')",b0000cg4ah
"('server', 'addpack')",b0000cg4ah
"('server', 'device')",b0000cg4ah
"('2003', 'license')",b0000cg4ah
"('2003', 'pack')",b0000cg4ah
"('2003', 'client')",b0000cg4ah
"('2003', 'addpack')",b0000cg4ah
"('2003', 'device')",b0000cg4ah
"('license', 'pack')",b0000cg4ah
"('license', 'client')",b0000cg4ah
"('license', 'addpack')",b0000cg4ah
"('license', 'device')",b0000cg4ah
"('pack', 'client')",b0000cg4ah
"('pack', 'addpack')",b0000cg4ah
"('pack', 'device')",b0000cg4ah
"('client', 'addpack')",b0000cg4ah
"('client', 'device')",b0000cg4ah
"('addpack', 'device')",b0000cg4ah
"('scansoft', 'paperport')",b000fqvxfk
"('scansoft', 'user')",b000fqvxfk
"('scansoft', 'license')",b000fqvxfk
"('paperport', 'user')",b000fqvxfk
"('paperport', 'license')",b000fqvxfk
"('user', 'license')",b000fqvxfk
"('adobe', 'effects')",b000e8jl80
"('adobe', 'professional')",b000e8jl80
"('effects', 'professional')",b000e8jl80
"('microsoft', 'small')",b000bta4kg
"('microsoft', 'business')",b000bta4kg
"('microsoft', 'license')",b000bta4kg
"('microsoft', 'pack')",b000bta4kg
"('microsoft', 'user')",b000bta4kg
"('small', 'business')",b000bta4kg
"('small', 'license')",b000bta4kg
"('small', 'pack')",b000bta4kg
"('small', 'user')",b000bta4kg
"('business', 'license')",b000bta4kg
"('business', 'pack')",b000bta4kg
"('business', 'user')",b000bta4kg
"('license', 'pack')",b000bta4kg
"('license', 'user')",b000bta4kg
"('pack', 'user')",b000bta4kg
"('stompsoft', 'registry')",b000ar96bw
"('stompsoft', 'repair')",b000ar96bw
"('registry', 'repair')",b000ar96bw
"('filemaker', 'mobile')",b000b7pkio
"('filemaker', 'palm')",b000b7pkio
"('filemaker', 'pocket')",b000b7pkio
"('mobile', 'palm')",b000b7pkio
"('mobile', 'pocket')",b000b7pkio
"('palm', 'pocket')",b000b7pkio
"('watchguard', 'mobile')",b00004s61f
"('watchguard', 'user')",b00004s61f
"('watchguard', 'user')",b00004s61f
"('watchguard', 'bundle')",b00004s61f
"('watchguard', 'wg3605')",b00004s61f
"('mobile', 'user')",b00004s61f
"('mobile', 'user')",b00004s61f
"('mobile', 'bundle')",b00004s61f
"('mobile', 'wg3605')",b00004s61f
"('user', 'user')",b00004s61f
"('user', 'bundle')",b00004s61f
"('user', 'wg3605')",b00004s61f
"('user', 'bundle')",b00004s61f
"('user', 'wg3605')",b00004s61f
"('bundle', 'wg3605')",b00004s61f
"('diskeeper', '2007')",b000ju9nao
"('diskeeper', 'premier')",b000ju9nao
"('diskeeper', '5-lic')",b000ju9nao
"('diskeeper', 'pack')",b000ju9nao
"('2007', 'premier')",b000ju9nao
"('2007', '5-lic')",b000ju9nao
"('2007', 'pack')",b000ju9nao
"('premier', '5-lic')",b000ju9nao
"('premier', 'pack')",b000ju9nao
"('5-lic', 'pack')",b000ju9nao
"('hallmark', 'card')",b0001h5w9g
"('hallmark', 'studio')",b0001h5w9g
"('hallmark', '2005')",b0001h5w9g
"('hallmark', 'deluxe')",b0001h5w9g
"('card', 'studio')",b0001h5w9g
"('card', '2005')",b0001h5w9g
"('card', 'deluxe')",b0001h5w9g
"('studio', '2005')",b0001h5w9g
"('studio', 'deluxe')",b0001h5w9g
"('2005', 'deluxe')",b0001h5w9g
"('brightstor', 'arcserve')",b000bgj09k
"('brightstor', 'backup')",b000bgj09k
"('brightstor', 'r11.5')",b000bgj09k
"('brightstor', 'enterprise')",b000bgj09k
"('brightstor', 'option')",b000bgj09k
"('brightstor', 'advantage')",b000bgj09k
"('brightstor', 'ingres')",b000bgj09k
"('arcserve', 'backup')",b000bgj09k
"('arcserve', 'r11.5')",b000bgj09k
"('arcserve', 'enterprise')",b000bgj09k
"('arcserve', 'option')",b000bgj09k
"('arcserve', 'advantage')",b000bgj09k
"('arcserve', 'ingres')",b000bgj09k
"('backup', 'r11.5')",b000bgj09k
"('backup', 'enterprise')",b000bgj09k
"('backup', 'option')",b000bgj09k
"('backup', 'advantage')",b000bgj09k
"('backup', 'ingres')",b000bgj09k
"('r11.5', 'enterprise')",b000bgj09k
"('r11.5', 'option')",b000bgj09k
"('r11.5', 'advantage')",b000bgj09k
"('r11.5', 'ingres')",b000bgj09k
"('enterprise', 'option')",b000bgj09k
"('enterprise', 'advantage')",b000bgj09k
"('enterprise', 'ingres')",b000bgj09k
"('option', 'advantage')",b000bgj09k
"('option', 'ingres')",b000bgj09k
"('advantage', 'ingres')",b000bgj09k
"('microsoft', 'visual')",b000bav4ko
"('microsoft', 'studio')",b000bav4ko
"('microsoft', 'team')",b000bav4ko
"('microsoft', 'edition')",b000bav4ko
"('microsoft', 'software')",b000bav4ko
"('microsoft', 'architect')",b000bav4ko
"('microsoft', '2005')",b000bav4ko
"('microsoft', 'msdn')",b000bav4ko
"('microsoft', 'premium')",b000bav4ko
"('visual', 'studio')",b000bav4ko
"('visual', 'team')",b000bav4ko
"('visual', 'edition')",b000bav4ko
"('visual', 'software')",b000bav4ko
"('visual', 'architect')",b000bav4ko
"('visual', '2005')",b000bav4ko
"('visual', 'msdn')",b000bav4ko
"('visual', 'premium')",b000bav4ko
"('studio', 'team')",b000bav4ko
"('studio', 'edition')",b000bav4ko
"('studio', 'software')",b000bav4ko
"('studio', 'architect')",b000bav4ko
"('studio', '2005')",b000bav4ko
"('studio', 'msdn')",b000bav4ko
"('studio', 'premium')",b000bav4ko
"('team', 'edition')",b000bav4ko
"('team', 'software')",b000bav4ko
"('team', 'architect')",b000bav4ko
"('team', '2005')",b000bav4ko
"('team', 'msdn')",b000bav4ko
"('team', 'premium')",b000bav4ko
"('edition', 'software')",b000bav4ko
"('edition', 'architect')",b000bav4ko
"('edition', '2005')",b000bav4ko
"('edition', 'msdn')",b000bav4ko
"('edition', 'premium')",b000bav4ko
"('software', 'architect')",b000bav4ko
"('software', '2005')",b000bav4ko
"('software', 'msdn')",b000bav4ko
"('software', 'premium')",b000bav4ko
"('architect', '2005')",b000bav4ko
"('architect', 'msdn')",b000bav4ko
"('architect', 'premium')",b000bav4ko
"('2005', 'msdn')",b000bav4ko
"('2005', 'premium')",b000bav4ko
"('msdn', 'premium')",b000bav4ko
"('library', 'expansion')",b000eavbrw
"('library', 'option-upg')",b000eavbrw
"('expansion', 'option-upg')",b000eavbrw
"('cisco', '2600xm')",b0000cc75j
"('cisco', 'ip/fw/ids')",b0000cc75j
"('cisco', 'cd26xm-ch=')",b0000cc75j
"('2600xm', 'ip/fw/ids')",b0000cc75j
"('2600xm', 'cd26xm-ch=')",b0000cc75j
"('ip/fw/ids', 'cd26xm-ch=')",b0000cc75j
"('procurve', 'mobility')",b000coxs30
"('procurve', 'manager')",b000coxs30
"('procurve', 'plug-in')",b000coxs30
"('procurve', 'module')",b000coxs30
"('procurve', 'procurve')",b000coxs30
"('procurve', 'manager')",b000coxs30
"('procurve', 'plus')",b000coxs30
"('mobility', 'manager')",b000coxs30
"('mobility', 'plug-in')",b000coxs30
"('mobility', 'module')",b000coxs30
"('mobility', 'procurve')",b000coxs30
"('mobility', 'manager')",b000coxs30
"('mobility', 'plus')",b000coxs30
"('manager', 'plug-in')",b000coxs30
"('manager', 'module')",b000coxs30
"('manager', 'procurve')",b000coxs30
"('manager', 'manager')",b000coxs30
"('manager', 'plus')",b000coxs30
"('plug-in', 'module')",b000coxs30
"('plug-in', 'procurve')",b000coxs30
"('plug-in', 'manager')",b000coxs30
"('plug-in', 'plus')",b000coxs30
"('module', 'procurve')",b000coxs30
"('module', 'manager')",b000coxs30
"('module', 'plus')",b000coxs30
"('procurve', 'manager')",b000coxs30
"('procurve', 'plus')",b000coxs30
"('manager', 'plus')",b000coxs30
"('linux', 'lic/cd')",b0001y7poo
"('linux', '3.0c')",b0001y7poo
"('linux', 't3586a')",b0001y7poo
"('lic/cd', '3.0c')",b0001y7poo
"('lic/cd', 't3586a')",b0001y7poo
"('3.0c', 't3586a')",b0001y7poo
"('symantec', 'mail')",b000fiwtco
"('symantec', 'security')",b000fiwtco
"('symantec', 'smtp')",b000fiwtco
"('mail', 'security')",b000fiwtco
"('mail', 'smtp')",b000fiwtco
"('security', 'smtp')",b000fiwtco
"('adobe', 'photoshop')",b000ndibq4
"('adobe', 'extended')",b000ndibq4
"('adobe', '[mac]')",b000ndibq4
"('photoshop', 'extended')",b000ndibq4
"('photoshop', '[mac]')",b000ndibq4
"('extended', '[mac]')",b000ndibq4
"('adobe', 'indesign')",b000ndibci
"('adobe', '[mac]')",b000ndibci
"('indesign', '[mac]')",b000ndibci
"('intervideo', 'copy')",b000j00xf8
"('intervideo', 'platinum')",b000j00xf8
"('copy', 'platinum')",b000j00xf8
"('adobe', 'photoshop')",b000hlp5do
"('adobe', 'elements')",b000hlp5do
"('adobe', '5.0/premier')",b000hlp5do
"('adobe', 'elements')",b000hlp5do
"('adobe', '[lb]')",b000hlp5do
"('photoshop', 'elements')",b000hlp5do
"('photoshop', '5.0/premier')",b000hlp5do
"('photoshop', 'elements')",b000hlp5do
"('photoshop', '[lb]')",b000hlp5do
"('elements', '5.0/premier')",b000hlp5do
"('elements', 'elements')",b000hlp5do
"('elements', '[lb]')",b000hlp5do
"('5.0/premier', 'elements')",b000hlp5do
"('5.0/premier', '[lb]')",b000hlp5do
"('elements', '[lb]')",b000hlp5do
"('world', 'rainbow')",b000edkurg
"('world', 'fish')",b000edkurg
"('rainbow', 'fish')",b000edkurg
"('microsoft', 'publisher')",b0000c120d
"('microsoft', 'digital')",b0000c120d
"('microsoft', 'imaging')",b0000c120d
"('microsoft', '2003')",b0000c120d
"('microsoft', '[old')",b0000c120d
"('microsoft', 'version]')",b0000c120d
"('publisher', 'digital')",b0000c120d
"('publisher', 'imaging')",b0000c120d
"('publisher', '2003')",b0000c120d
"('publisher', '[old')",b0000c120d
"('publisher', 'version]')",b0000c120d
"('digital', 'imaging')",b0000c120d
"('digital', '2003')",b0000c120d
"('digital', '[old')",b0000c120d
"('digital', 'version]')",b0000c120d
"('imaging', '2003')",b0000c120d
"('imaging', '[old')",b0000c120d
"('imaging', 'version]')",b0000c120d
"('2003', '[old')",b0000c120d
"('2003', 'version]')",b0000c120d
"('[old', 'version]')",b0000c120d
"('adobe', 'acrobat')",b00069e7ko
"('adobe', 'professional')",b00069e7ko
"('acrobat', 'professional')",b00069e7ko
"('microsoft', 'office')",b000kzf7oo
"('microsoft', 'small')",b000kzf7oo
"('microsoft', 'business')",b000kzf7oo
"('microsoft', '2007')",b000kzf7oo
"('office', 'small')",b000kzf7oo
"('office', 'business')",b000kzf7oo
"('office', '2007')",b000kzf7oo
"('small', 'business')",b000kzf7oo
"('small', '2007')",b000kzf7oo
"('business', '2007')",b000kzf7oo
"('adobe', 'audition')",b000e8jlai
"('quickbooks', 'credit')",b000hc0m36
"('quickbooks', 'card')",b000hc0m36
"('quickbooks', 'processing')",b000hc0m36
"('credit', 'card')",b000hc0m36
"('credit', 'processing')",b000hc0m36
"('card', 'processing')",b000hc0m36
"('instant', 'immersion')",b0008ewsai
"('instant', 'italian')",b0008ewsai
"('immersion', 'italian')",b0008ewsai
"('easy', 'drums')",b00004vx3p
"('easy', '(jewel')",b00004vx3p
"('easy', 'case)')",b00004vx3p
"('drums', '(jewel')",b00004vx3p
"('drums', 'case)')",b00004vx3p
"('(jewel', 'case)')",b00004vx3p
"('instant', 'immersion')",b00009adf3
"('instant', 'languages')",b00009adf3
"('immersion', 'languages')",b00009adf3
"('super', 'solvers')",b00070j14y
"('super', 'spellbound!')",b00070j14y
"('super', 'school')",b00070j14y
"('super', 'edition')",b00070j14y
"('solvers', 'spellbound!')",b00070j14y
"('solvers', 'school')",b00070j14y
"('solvers', 'edition')",b00070j14y
"('spellbound!', 'school')",b00070j14y
"('spellbound!', 'edition')",b00070j14y
"('school', 'edition')",b00070j14y
"('snap!', 'letters')",b000099sim
"('snap!', '(jewel')",b000099sim
"('snap!', 'case)')",b000099sim
"('letters', '(jewel')",b000099sim
"('letters', 'case)')",b000099sim
"('(jewel', 'case)')",b000099sim
"('easy', 'home')",b000e0tcj6
"('easy', 'massage')",b000e0tcj6
"('home', 'massage')",b000e0tcj6
"('elementary', 'success')",b0009y6ewu
"('elementary', 'deluxe')",b0009y6ewu
"('elementary', '2006')",b0009y6ewu
"('elementary', 'dvd)')",b0009y6ewu
"('success', 'deluxe')",b0009y6ewu
"('success', '2006')",b0009y6ewu
"('success', 'dvd)')",b0009y6ewu
"('deluxe', '2006')",b0009y6ewu
"('deluxe', 'dvd)')",b0009y6ewu
"('2006', 'dvd)')",b0009y6ewu
"('tonka', 'town')",b0009i6kh0
"('tonka', '(jewel')",b0009i6kh0
"('tonka', 'case)')",b0009i6kh0
"('town', '(jewel')",b0009i6kh0
"('town', 'case)')",b0009i6kh0
"('(jewel', 'case)')",b0009i6kh0
"('sibelius', 'educational')",b000rwdd9q
"('sibelius', 'edition')",b000rwdd9q
"('educational', 'edition')",b000rwdd9q
"('weekly', 'reader')",b000pihtec
"('weekly', 'preparing')",b000pihtec
"('weekly', 'kindergarten')",b000pihtec
"('reader', 'preparing')",b000pihtec
"('reader', 'kindergarten')",b000pihtec
"('preparing', 'kindergarten')",b000pihtec
"('maillist', 'addressbook')",b0002bqqtq
"('sibelius', 'professional')",b000rw9md2
"('sibelius', 'edition')",b000rw9md2
"('professional', 'edition')",b000rw9md2
"('tonka', 'search')",b000ickl1s
"('tonka', 'rescue')",b000ickl1s
"('search', 'rescue')",b000ickl1s
"('professional', 'training')",b000in18nm
"('professional', 'vegas')",b000in18nm
"('professional', 'architect')",b000in18nm
"('training', 'vegas')",b000in18nm
"('training', 'architect')",b000in18nm
"('vegas', 'architect')",b000in18nm
"('talk', 'now!')",b00026s6da
"('talk', 'learn')",b00026s6da
"('talk', 'dutch')",b00026s6da
"('now!', 'learn')",b00026s6da
"('now!', 'dutch')",b00026s6da
"('learn', 'dutch')",b00026s6da
"('wacky', 'bird')",b000gsa7wc
"('wacky', 'hunter')",b000gsa7wc
"('bird', 'hunter')",b000gsa7wc
"('namco', 'museum')",b000aaqzpe
"('namco', '50th')",b000aaqzpe
"('namco', 'anniversary')",b000aaqzpe
"('namco', 'collection')",b000aaqzpe
"('museum', '50th')",b000aaqzpe
"('museum', 'anniversary')",b000aaqzpe
"('museum', 'collection')",b000aaqzpe
"('50th', 'anniversary')",b000aaqzpe
"('50th', 'collection')",b000aaqzpe
"('anniversary', 'collection')",b000aaqzpe
"('treasure', 'galaxy')",b0002cu240
"('treasure', '5-user')",b0002cu240
"('treasure', 'pack')",b0002cu240
"('galaxy', '5-user')",b0002cu240
"('galaxy', 'pack')",b0002cu240
"('5-user', 'pack')",b0002cu240
"('rainbow', 'fish')",b000flhxky
"('rainbow', 'beautiful')",b000flhxky
"('rainbow', 'fish')",b000flhxky
"('fish', 'beautiful')",b000flhxky
"('fish', 'fish')",b000flhxky
"('beautiful', 'fish')",b000flhxky
"('madeline', 'rainy')",b0002667rc
"('madeline', 'activities')",b0002667rc
"('rainy', 'activities')",b0002667rc
"('mighty', 'math')",b00029bosq
"('mighty', 'number')",b00029bosq
"('mighty', 'heroes')",b00029bosq
"('math', 'number')",b00029bosq
"('math', 'heroes')",b00029bosq
"('number', 'heroes')",b00029bosq
"('superstart!', 'science')",b000axs7vg
"('superstart!', 'arcade')",b000axs7vg
"('science', 'arcade')",b000axs7vg
"('state', 'standards')",b000h25yse
"('state', 'grade')",b000h25yse
"('standards', 'grade')",b000h25yse
"('wacky', 'farm')",b000ias0i6
"('police', 'quest')",b000ayfpkq
